,id,host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bedrooms,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,a few days or more,within a day,within a few hours,within an hour,Hawaii,Honolulu,Kauai,Maui,Entire home/apt,Hotel room,Private room,Shared room
1855,10158447,735639,1.0,1.0,True,3.0,True,True,2,1.0,65.0,1,1125,69,96,96.0,0,0,0,1,1,0,0,0,0,1,0,0
1856,10158928,735929,1.0,0.93,True,2.0,True,True,4,1.0,166.0,4,1125,274,116,96.0,0,0,0,1,0,0,0,1,1,0,0,0
1857,10166612,735956,0.99,0.97,True,3.0,True,True,5,3.0,395.0,2,180,153,233,98.0,0,0,0,1,0,1,0,0,1,0,0,0
1858,10177724,734506,0.6,0.2,False,1.0,True,True,3,2.0,250.0,7,90,306,65,96.0,0,1,0,0,0,1,0,0,1,0,0,0
1859,10178910,735957,1.0,1.0,True,1.0,True,True,4,2.0,189.0,2,60,314,137,98.0,0,1,0,0,0,0,1,0,1,0,0,0
1860,10188751,735958,0.75,0.25,False,1.0,True,True,6,2.0,475.0,6,1125,269,4,100.0,0,1,0,0,0,1,0,0,1,0,0,0
1861,10192662,735958,1.0,0.0,False,1.0,True,True,6,2.0,299.0,3,1125,332,9,96.0,0,0,1,0,0,0,0,1,1,0,0,0
1862,10210560,735959,1.0,1.0,True,3.0,True,False,3,1.0,104.0,180,1125,260,109,100.0,0,0,0,1,0,1,0,0,1,0,0,0
1863,10217927,735953,1.0,0.98,True,1.0,True,False,2,1.0,80.0,1,90,255,197,100.0,0,0,0,1,1,0,0,0,1,0,0,0
1864,10232783,735313,1.0,0.74,True,2.0,True,True,4,2.0,225.0,2,1125,0,59,97.0,0,0,1,0,0,0,0,1,1,0,0,0
1865,10241066,735567,1.0,1.0,False,1.0,True,True,6,2.0,300.0,30,1125,351,80,86.0,0,0,1,0,0,1,0,0,1,0,0,0
1866,10249063,735311,0.67,0.0,True,1.0,True,True,2,1.0,170.0,7,1125,303,14,99.0,0,1,0,0,0,0,0,1,1,0,0,0
1867,10249993,735170,1.0,0.99,True,2.0,True,True,6,3.0,165.0,2,30,279,199,100.0,0,0,0,1,1,0,0,0,1,0,0,0
1868,10250161,735961,1.0,0.97,True,5.0,True,False,4,2.0,129.0,1,14,276,163,97.0,0,0,0,1,0,0,1,0,1,0,0,0
1869,10267928,735898,1.0,0.5,False,1.0,True,False,6,2.0,229.0,3,29,274,8,97.0,0,1,0,0,0,0,0,1,1,0,0,0
1870,10280433,735962,1.0,0.93,True,1.0,True,True,2,1.0,231.0,2,4,148,167,100.0,0,0,0,1,1,0,0,0,1,0,0,0
1871,10282871,735121,1.0,1.0,True,1.0,True,True,6,2.0,130.0,2,30,240,111,98.0,0,0,0,1,1,0,0,0,1,0,0,0
1872,10284874,735964,1.0,0.91,True,1.0,True,False,6,2.0,383.0,1,1125,185,4,95.0,0,0,0,1,0,0,0,1,1,0,0,0
1873,10291973,735964,1.0,1.0,True,1.0,True,True,4,1.0,199.0,8,30,124,131,97.0,0,0,0,1,0,1,0,0,1,0,0,0
1874,10300848,735965,1.0,1.0,True,1.0,True,True,6,2.0,451.0,5,1125,220,23,97.0,0,0,1,0,0,0,0,1,1,0,0,0
1875,10327835,735966,0.9,0.81,False,4.0,True,True,5,2.0,221.0,4,180,236,57,93.0,0,1,0,0,0,1,0,0,1,0,0,0
1876,10334052,735966,1.0,0.86,False,1.0,True,True,4,2.0,235.0,2,1125,232,13,100.0,0,0,0,1,1,0,0,0,1,0,0,0
1877,10371206,735734,0.94,1.0,False,15.0,True,True,4,1.0,119.0,1,1125,262,67,84.0,0,0,0,1,0,1,0,0,1,0,0,0
1878,10381623,735968,1.0,1.0,True,2.0,True,True,4,1.0,195.0,1,1125,226,142,98.0,0,0,0,1,0,0,1,0,1,0,0,0
1879,10389989,734927,1.0,1.0,True,3.0,True,True,2,1.0,120.0,2,1125,2,27,98.0,0,0,0,1,1,0,0,0,1,0,0,0
1880,10392861,735725,1.0,0.75,True,1.0,True,True,6,3.0,240.0,5,183,61,34,98.0,0,1,0,0,1,0,0,0,1,0,0,0
1881,10402249,735477,1.0,1.0,False,1.0,True,True,6,3.0,239.0,5,1125,167,16,100.0,0,0,0,1,1,0,0,0,1,0,0,0
1882,10426906,735818,1.0,0.98,False,5.0,True,True,12,4.0,145.0,3,1125,305,11,96.0,0,0,1,0,1,0,0,0,1,0,0,0
1883,10435182,735970,1.0,1.0,False,1.0,True,False,4,2.0,130.0,3,180,327,41,95.0,0,0,0,1,0,0,0,1,1,0,0,0
1884,10447815,735971,1.0,0.68,False,8.0,True,True,4,2.0,155.0,3,1125,365,34,99.0,0,0,0,1,0,0,0,1,1,0,0,0
1885,10457204,735818,1.0,0.98,False,5.0,True,True,9,3.0,89.0,3,1125,196,58,96.0,0,0,1,0,1,0,0,0,1,0,0,0
1886,10467996,735611,1.0,1.0,True,3.0,True,False,4,1.0,279.0,4,60,68,3,100.0,0,0,0,1,0,0,0,1,1,0,0,0
1887,10475556,735885,1.0,0.99,False,5.0,True,True,6,2.0,244.0,3,60,0,87,98.0,0,0,0,1,0,0,0,1,1,0,0,0
1888,10476331,735577,0.67,0.0,False,1.0,True,True,4,2.0,220.0,5,1125,290,33,95.0,0,1,0,0,0,0,0,1,1,0,0,0
1889,10500470,735495,1.0,0.92,False,2.0,True,True,4,1.0,70.0,30,1124,314,64,90.0,0,0,0,1,0,1,0,0,1,0,0,0
1890,10521387,735961,1.0,0.8,False,466.0,True,False,4,1.0,149.0,6,14,0,3,100.0,0,0,0,1,1,0,0,0,1,0,0,0
1891,10527284,735584,1.0,0.12,False,13.0,True,True,6,2.0,225.0,3,1125,55,1,60.0,0,0,1,0,1,0,0,0,0,0,1,0
1892,10548238,735122,1.0,1.0,False,10.0,True,False,2,1.0,185.0,3,180,216,68,96.0,0,0,0,1,0,0,0,1,1,0,0,0
1893,10551504,735975,1.0,0.96,True,3.0,True,True,2,1.0,45.0,2,4,160,127,92.0,0,0,0,1,1,0,0,0,0,0,1,0
1894,10552890,735976,0.88,0.8,True,2.0,True,True,5,2.0,341.0,5,31,206,32,98.0,0,0,0,1,0,0,0,1,1,0,0,0
1895,10568281,735831,1.0,1.0,True,1.0,True,True,2,1.0,140.0,30,60,296,114,98.0,0,0,0,1,0,1,0,0,0,0,1,0
1896,10577444,735976,1.0,0.96,True,2.0,True,True,5,2.0,365.0,3,29,167,61,98.0,0,0,1,0,1,0,0,0,1,0,0,0
1897,10599280,735850,0.98,0.97,False,103.0,True,False,2,1.0,380.0,2,1125,250,23,97.0,0,0,0,1,0,1,0,0,1,0,0,0
1898,10617008,734646,1.0,0.67,False,12.0,True,True,2,1.0,98.0,1,1125,221,9,87.0,0,0,0,1,1,0,0,0,1,0,0,0
1899,10631749,735800,1.0,1.0,False,25.0,True,True,4,2.0,425.0,3,45,231,4,100.0,0,0,0,1,0,0,1,0,1,0,0,0
1900,10656126,735980,1.0,1.0,True,1.0,True,True,2,1.0,150.0,3,29,323,72,97.0,0,0,0,1,0,0,0,1,1,0,0,0
1901,10662655,735438,1.0,0.89,False,1.0,True,True,3,2.0,109.0,14,1125,272,89,94.0,0,0,1,0,0,1,0,0,1,0,0,0
1902,10701487,735040,0.79,0.25,False,6.0,True,True,1,1.0,37.0,5,120,62,13,94.0,0,1,0,0,1,0,0,0,0,0,1,0
1903,10713346,735983,0.89,0.13,False,2.0,True,True,2,1.0,45.0,3,10,359,9,96.0,0,1,0,0,1,0,0,0,0,0,1,0
1904,10734035,735710,1.0,1.0,False,3.0,True,True,2,1.0,99.0,30,1125,198,2,100.0,0,0,1,0,0,1,0,0,1,0,0,0
1905,10749725,735264,1.0,0.88,False,8.0,True,False,5,1.0,249.0,30,1125,343,90,95.0,0,0,0,1,0,1,0,0,1,0,0,0
1906,10752023,735983,0.89,0.13,False,2.0,True,True,2,1.0,45.0,3,10,355,5,92.0,0,1,0,0,1,0,0,0,0,0,1,0
1907,10768797,735443,0.78,0.35,False,6.0,True,True,6,2.0,425.0,2,1125,365,7,100.0,0,0,1,0,0,0,1,0,1,0,0,0
1908,10832683,735988,1.0,0.85,False,0.0,True,True,6,1.0,119.0,1,28,350,91,89.0,0,0,0,1,0,0,1,0,0,0,1,0
1909,10832912,735988,1.0,1.0,False,1.0,True,True,4,2.0,290.0,5,45,287,23,98.0,0,0,0,1,0,0,1,0,1,0,0,0
1910,10853322,735703,0.8,1.0,False,39.0,True,True,6,2.0,549.0,1,90,172,3,100.0,0,1,0,0,0,0,0,1,1,0,0,0
1911,10866868,735254,1.0,0.83,False,3.0,True,True,6,2.0,350.0,7,7,7,2,100.0,0,0,1,0,0,1,0,0,1,0,0,0
1912,10883851,735389,1.0,1.0,True,1.0,True,True,4,1.0,305.0,4,1125,234,30,100.0,0,0,0,1,0,0,0,1,1,0,0,0
1913,10885297,735900,1.0,0.91,False,1.0,True,True,5,2.0,171.0,4,1125,223,95,97.0,0,0,1,0,0,0,0,1,1,0,0,0
1914,10899231,734296,0.96,0.74,False,150.0,True,False,8,3.0,368.0,3,60,286,34,96.0,0,0,1,0,0,0,1,0,1,0,0,0
1915,10908532,735991,1.0,1.0,True,1.0,True,False,12,4.0,436.0,10,270,223,16,96.0,0,0,1,0,0,1,0,0,1,0,0,0
1916,10921290,735648,0.91,1.0,False,10.0,True,True,7,2.0,284.0,6,30,148,33,95.0,0,0,0,1,0,0,0,1,1,0,0,0
1917,10927110,735938,0.9,0.86,False,1.0,True,True,6,1.0,232.0,3,1125,350,37,98.0,0,1,0,0,1,0,0,0,1,0,0,0
1918,10932304,735921,0.98,0.91,False,6.0,True,True,8,2.0,161.0,4,1125,271,73,86.0,0,0,0,1,0,1,0,0,1,0,0,0
1919,10944002,735977,1.0,1.0,True,2.0,True,True,6,3.0,175.0,4,1125,187,26,100.0,0,0,0,1,1,0,0,0,1,0,0,0
1920,10948197,735993,1.0,0.64,False,8.0,True,True,2,1.0,99.0,1,1125,90,141,93.0,0,0,0,1,0,1,0,0,1,0,0,0
1921,10949452,735994,1.0,0.87,True,6.0,True,True,7,2.0,180.0,2,365,257,20,100.0,0,0,0,1,1,0,0,0,1,0,0,0
1922,10962935,735994,1.0,0.95,False,6.0,True,True,6,1.0,30.0,1,7,86,211,94.0,0,0,0,1,1,0,0,0,0,0,0,1
1923,10964572,735994,1.0,0.81,False,1.0,True,True,12,4.0,200.0,3,1125,188,17,97.0,0,0,0,1,1,0,0,0,1,0,0,0
1924,10974511,733516,1.0,1.0,False,1.0,True,True,6,3.0,120.0,30,1124,112,26,92.0,0,0,0,1,0,1,0,0,1,0,0,0
1925,10987576,735994,1.0,0.95,False,6.0,True,True,3,1.0,105.0,1,1125,365,76,94.0,0,0,0,1,1,0,0,0,0,0,1,0
1926,10990043,735893,1.0,1.0,False,85.0,True,True,4,1.0,185.0,3,1125,362,9,89.0,0,0,1,0,0,0,1,0,1,0,0,0
1927,10990047,735893,1.0,1.0,False,85.0,True,True,4,1.0,215.0,3,1125,358,7,93.0,0,0,1,0,0,0,1,0,1,0,0,0
1928,10990051,735893,1.0,1.0,False,85.0,True,True,2,1.0,210.0,3,1125,319,13,93.0,0,0,1,0,0,0,1,0,1,0,0,0
1929,10990055,735893,1.0,1.0,False,85.0,True,True,4,1.0,185.0,3,1125,349,3,80.0,0,0,1,0,0,0,1,0,1,0,0,0
1930,10990057,735893,1.0,1.0,False,85.0,True,True,4,1.0,185.0,3,1125,348,19,96.0,0,0,1,0,0,0,1,0,1,0,0,0
1931,10990063,735893,1.0,1.0,False,85.0,True,True,4,2.0,235.0,3,1125,1,19,95.0,0,0,1,0,0,0,1,0,1,0,0,0
1932,10990073,735893,1.0,1.0,False,85.0,True,True,4,1.0,205.0,3,1125,351,35,88.0,0,0,1,0,0,0,1,0,1,0,0,0
1933,10990089,735893,1.0,1.0,False,85.0,True,True,6,2.0,345.0,3,1125,362,10,96.0,0,0,1,0,0,0,1,0,1,0,0,0
1934,10990098,735893,1.0,1.0,False,85.0,True,True,4,2.0,345.0,3,1125,364,7,91.0,0,0,1,0,0,0,1,0,1,0,0,0
1935,10990102,735893,1.0,1.0,False,85.0,True,True,4,2.0,225.0,3,1125,267,28,95.0,0,0,1,0,0,0,1,0,1,0,0,0
1936,10990115,735893,1.0,1.0,False,85.0,True,True,4,2.0,185.0,3,1125,325,59,97.0,0,0,1,0,0,0,1,0,1,0,0,0
1937,10990125,735893,1.0,1.0,False,85.0,True,True,4,2.0,200.0,3,1125,280,23,96.0,0,0,1,0,0,0,1,0,1,0,0,0
1938,10990128,735893,1.0,1.0,False,85.0,True,True,4,2.0,195.0,3,1125,330,17,88.0,0,0,1,0,0,0,1,0,1,0,0,0
1939,10990134,735893,1.0,1.0,False,85.0,True,True,2,1.0,225.0,3,1125,356,6,93.0,0,0,1,0,0,0,1,0,1,0,0,0
1940,10990135,735893,1.0,1.0,False,85.0,True,True,4,1.0,225.0,3,1125,284,34,92.0,0,0,1,0,0,0,1,0,1,0,0,0
1941,10990139,735893,1.0,1.0,False,85.0,True,True,4,2.0,315.0,3,1125,170,24,99.0,0,0,1,0,0,0,1,0,1,0,0,0
1942,10990144,735893,1.0,1.0,False,85.0,True,True,4,2.0,315.0,3,1125,358,11,95.0,0,0,1,0,0,0,1,0,1,0,0,0
1943,10990150,735893,1.0,1.0,False,85.0,True,True,6,2.0,315.0,3,1125,350,15,94.0,0,0,1,0,0,0,1,0,1,0,0,0
1944,10990156,735893,1.0,1.0,False,85.0,True,True,6,2.0,315.0,3,1125,240,10,94.0,0,0,1,0,0,0,1,0,1,0,0,0
1945,10990179,735893,1.0,1.0,False,85.0,True,True,4,2.0,225.0,3,1125,0,22,91.0,0,0,1,0,0,0,1,0,1,0,0,0
1946,10990182,735893,1.0,1.0,False,85.0,True,True,6,2.0,215.0,3,1125,339,19,97.0,0,0,1,0,0,0,1,0,1,0,0,0
1947,10990185,735893,1.0,1.0,False,85.0,True,True,4,2.0,215.0,3,1125,229,35,92.0,0,0,1,0,0,0,1,0,1,0,0,0
1948,10990191,735893,1.0,1.0,False,85.0,True,True,6,3.0,295.0,3,1125,349,8,91.0,0,0,1,0,0,0,1,0,1,0,0,0
1949,10990311,735434,1.0,0.95,True,243.0,True,True,2,1.0,208.0,1,365,224,2,100.0,0,0,0,1,1,0,0,0,1,0,0,0
1950,10990320,735994,1.0,0.95,False,6.0,True,True,5,1.0,80.0,1,1125,365,89,91.0,0,0,0,1,1,0,0,0,0,0,1,0
1951,10990326,735434,1.0,0.95,True,243.0,True,True,6,3.0,450.0,1,365,304,3,93.0,0,0,0,1,1,0,0,0,1,0,0,0
1952,10990328,735434,1.0,0.95,True,243.0,True,True,8,3.0,523.0,1,365,278,3,100.0,0,0,0,1,1,0,0,0,1,0,0,0
1953,10990340,735434,1.0,0.95,True,243.0,True,True,4,2.0,208.0,1,365,329,3,100.0,0,0,0,1,1,0,0,0,1,0,0,0
1954,10990345,735434,1.0,0.95,True,243.0,True,True,4,2.0,529.0,1,365,160,24,98.0,0,0,0,1,1,0,0,0,1,0,0,0
1955,10990361,735434,1.0,0.95,True,243.0,True,True,6,2.0,427.0,1,365,176,12,95.0,0,0,0,1,1,0,0,0,1,0,0,0
1956,10990368,735434,1.0,0.95,True,243.0,True,True,4,2.0,265.0,1,365,244,12,93.0,0,0,0,1,1,0,0,0,1,0,0,0
1957,10990377,735434,1.0,0.95,True,243.0,True,True,6,2.0,265.0,1,365,254,3,100.0,0,0,0,1,1,0,0,0,1,0,0,0
1958,10990378,735434,1.0,0.95,True,243.0,True,True,4,1.0,284.0,1,365,303,4,90.0,0,0,0,1,1,0,0,0,1,0,0,0
1959,10990379,735434,1.0,0.95,True,243.0,True,True,6,2.0,304.0,1,365,299,5,96.0,0,0,0,1,1,0,0,0,1,0,0,0
1960,10990384,735434,1.0,0.95,True,243.0,True,True,4,2.0,299.0,1,365,260,3,87.0,0,0,0,1,1,0,0,0,1,0,0,0
1961,10990415,735434,1.0,0.95,True,243.0,True,True,4,2.0,244.0,1,365,343,8,95.0,0,0,0,1,1,0,0,0,1,0,0,0
1962,10990418,735434,1.0,0.95,True,243.0,True,True,2,1.0,189.0,1,365,350,13,88.0,0,0,0,1,1,0,0,0,1,0,0,0
1963,10990798,734963,1.0,0.98,True,88.0,True,True,4,1.0,130.0,3,90,319,125,95.0,0,0,0,1,0,0,0,1,1,0,0,0
1964,10991001,735994,1.0,0.95,False,6.0,True,True,5,1.0,80.0,1,1125,365,72,92.0,0,0,0,1,1,0,0,0,0,0,1,0
1965,10992286,735994,1.0,0.95,False,6.0,True,True,2,1.0,105.0,1,1125,365,52,98.0,0,0,0,1,1,0,0,0,0,0,1,0
1966,10992597,735212,1.0,1.0,False,50.0,True,True,8,2.0,437.0,2,1125,1,21,96.0,0,0,0,1,0,0,1,0,1,0,0,0
1967,10996309,735995,1.0,1.0,True,1.0,True,True,4,2.0,150.0,3,21,293,32,100.0,0,0,0,1,0,0,0,1,1,0,0,0
1968,10999542,734943,1.0,0.91,False,1.0,True,True,2,1.0,219.0,2,30,285,23,97.0,0,0,0,1,0,0,0,1,1,0,0,0
1969,11014863,735374,1.0,0.94,False,246.0,True,True,6,2.0,141.0,5,1125,37,38,91.0,0,0,0,1,0,0,0,1,1,0,0,0
1970,11041787,735410,1.0,0.99,True,17.0,True,False,4,1.0,420.0,1,365,192,8,98.0,0,0,0,1,0,0,0,1,1,0,0,0
1971,11041788,735410,1.0,0.99,True,17.0,True,False,4,1.0,420.0,1,1125,240,32,99.0,0,0,0,1,0,0,0,1,1,0,0,0
1972,11041792,735410,1.0,0.99,True,17.0,True,False,4,1.0,420.0,1,1125,242,8,98.0,0,0,0,1,0,0,0,1,1,0,0,0
1973,11041798,735410,1.0,0.99,True,17.0,True,False,4,1.0,360.0,1,1125,276,37,93.0,0,0,0,1,0,0,0,1,1,0,0,0
1974,11041801,735410,1.0,0.99,True,17.0,True,False,4,1.0,360.0,1,1125,325,20,93.0,0,0,0,1,0,0,0,1,1,0,0,0
1975,11041803,735410,1.0,0.99,True,17.0,True,False,4,1.0,380.0,1,1125,288,29,97.0,0,0,0,1,0,0,0,1,1,0,0,0
1976,11041807,735410,1.0,0.99,True,17.0,True,False,4,1.0,380.0,1,1125,280,50,97.0,0,0,0,1,0,0,0,1,1,0,0,0
1977,11041808,735410,1.0,0.99,True,17.0,True,False,2,1.0,365.0,1,1125,280,48,98.0,0,0,0,1,0,0,0,1,1,0,0,0
1978,11044450,735997,1.0,1.0,False,1.0,False,False,10,5.0,132.0,7,30,340,19,84.0,0,0,1,0,1,0,0,0,1,0,0,0
1979,11060221,734355,1.0,0.57,True,3.0,True,True,6,2.0,295.0,4,1125,259,90,96.0,0,1,0,0,0,0,0,1,1,0,0,0
1980,11064831,735994,1.0,0.87,True,6.0,True,True,4,2.0,95.0,2,365,195,67,98.0,0,0,0,1,1,0,0,0,1,0,0,0
1981,11067729,735335,0.9,0.2,False,1.0,True,True,2,1.0,150.0,4,1125,335,1,100.0,0,1,0,0,1,0,0,0,1,0,0,0
1982,11068380,734963,1.0,0.98,True,88.0,True,True,3,1.0,109.0,3,90,327,151,94.0,0,0,0,1,0,0,0,1,1,0,0,0
1983,11079601,735966,0.9,0.81,False,4.0,True,True,3,1.0,130.0,3,365,218,82,94.0,0,1,0,0,0,1,0,0,1,0,0,0
1984,11096746,736000,1.0,1.0,False,1.0,False,False,10,4.0,248.0,3,1125,0,4,100.0,0,0,0,1,0,0,1,0,1,0,0,0
1985,11105503,735443,0.78,0.35,False,6.0,True,True,4,1.0,304.0,2,1125,365,8,95.0,0,0,1,0,0,0,1,0,1,0,0,0
1986,11125793,735988,1.0,0.97,True,3.0,True,True,4,2.0,189.0,4,30,125,119,99.0,0,0,0,1,1,0,0,0,1,0,0,0
1987,11128768,735997,1.0,0.96,False,2.0,True,True,2,1.0,77.0,5,60,76,190,96.0,0,0,0,1,1,0,0,0,1,0,0,0
1988,11132769,736002,1.0,1.0,True,1.0,True,True,6,1.0,160.0,4,45,221,121,97.0,0,0,0,1,0,1,0,0,1,0,0,0
1989,11148274,735594,1.0,1.0,True,4.0,True,True,6,3.0,275.0,2,1125,270,43,98.0,0,0,0,1,1,0,0,0,0,0,1,0
1990,11162116,735821,1.0,1.0,True,2.0,True,True,4,2.0,395.0,30,365,0,118,99.0,0,0,0,1,0,1,0,0,1,0,0,0
1991,11164328,735828,1.0,1.0,True,5.0,True,True,2,1.0,150.0,2,1125,211,74,99.0,0,0,0,1,1,0,0,0,1,0,0,0
1992,11168586,735743,1.0,0.99,False,2.0,True,True,6,2.0,143.0,4,1125,226,118,91.0,0,0,0,1,0,0,0,1,1,0,0,0
1993,11169321,735999,1.0,1.0,False,1.0,True,True,4,1.0,270.0,4,1125,61,9,97.0,0,0,0,1,0,0,0,1,1,0,0,0
1994,11170185,736003,1.0,0.88,False,1.0,True,True,3,1.0,91.0,3,1125,231,80,95.0,0,0,0,1,0,0,0,1,1,0,0,0
1995,11184859,735391,1.0,1.0,True,1.0,True,False,4,1.0,111.0,2,30,110,215,95.0,0,0,0,1,0,0,1,0,1,0,0,0
1996,11186803,736004,0.88,1.0,False,1.0,True,True,6,2.0,220.0,4,40,323,48,96.0,0,0,0,1,0,0,0,1,1,0,0,0
1997,11207187,734311,1.0,0.99,True,28.0,True,True,6,2.0,239.0,1,1123,286,15,96.0,0,0,0,1,0,0,0,1,1,0,0,0
1998,11207193,734311,1.0,0.99,True,28.0,True,True,6,2.0,195.0,1,1123,91,12,90.0,0,0,0,1,0,0,0,1,1,0,0,0
1999,11207199,734311,1.0,0.99,True,28.0,True,True,4,1.0,155.0,1,1123,235,37,94.0,0,0,0,1,0,0,0,1,1,0,0,0
2000,11207202,734311,1.0,0.99,True,28.0,True,True,3,1.0,125.0,1,1123,211,39,97.0,0,0,0,1,0,0,0,1,1,0,0,0
2001,11207203,734311,1.0,0.99,True,28.0,True,True,4,1.0,185.0,1,1123,6,21,98.0,0,0,0,1,0,0,0,1,1,0,0,0
2002,11207210,734311,1.0,0.99,True,28.0,True,True,3,1.0,195.0,1,1123,250,19,98.0,0,0,0,1,0,0,0,1,1,0,0,0
2003,11211075,736005,1.0,1.0,False,3.0,True,True,4,2.0,184.0,5,21,129,36,100.0,0,0,0,1,1,0,0,0,1,0,0,0
2004,11212756,735594,1.0,1.0,True,4.0,True,True,2,1.0,75.0,2,1125,347,338,98.0,0,0,0,1,1,0,0,0,0,0,1,0
2005,11240702,734945,0.9,0.0,False,9.0,True,False,1,1.0,48.0,1,1125,73,10,94.0,0,1,0,0,1,0,0,0,0,0,1,0
2006,11241486,736007,1.0,1.0,False,7.0,True,True,4,1.0,109.0,1,1125,318,32,90.0,0,0,0,1,0,1,0,0,1,0,0,0
2007,11242373,734316,0.71,0.96,False,91.0,True,True,2,1.0,284.0,1,1125,327,112,97.0,0,1,0,0,0,0,1,0,1,0,0,0
2008,11278521,735881,1.0,0.8,False,1.0,True,False,4,2.0,310.0,1,1125,114,19,99.0,0,0,1,0,0,0,0,1,1,0,0,0
2009,11285524,734634,0.93,0.98,False,45.0,True,True,4,1.0,189.0,2,180,0,77,93.0,0,0,0,1,0,1,0,0,1,0,0,0
2010,11318851,734609,0.93,0.97,False,290.0,True,True,4,1.0,241.0,4,179,274,4,100.0,0,0,0,1,0,0,0,1,1,0,0,0
2011,11318856,734609,0.93,0.97,False,290.0,True,True,2,1.0,229.0,4,179,275,1,100.0,0,0,0,1,0,0,0,1,1,0,0,0
2012,11318859,734609,0.93,0.97,False,290.0,True,True,4,1.0,377.0,4,1125,137,6,97.0,0,0,0,1,0,0,0,1,1,0,0,0
2013,11318866,734609,0.93,0.97,False,290.0,True,True,4,1.0,234.0,4,179,300,2,100.0,0,0,0,1,0,0,0,1,1,0,0,0
2014,11318886,734609,0.93,0.97,False,290.0,True,True,4,1.0,377.0,4,179,247,3,87.0,0,0,0,1,0,0,0,1,1,0,0,0
2015,11318887,734609,0.93,0.97,False,290.0,True,True,4,1.0,245.0,4,179,191,2,90.0,0,0,0,1,0,0,0,1,1,0,0,0
2016,11318890,734609,0.93,0.97,False,290.0,True,True,4,1.0,226.0,4,179,31,1,80.0,0,0,0,1,0,0,0,1,1,0,0,0
2017,11318904,734609,0.93,0.97,False,290.0,True,True,4,1.0,234.0,4,179,266,4,100.0,0,0,0,1,0,0,0,1,1,0,0,0
2018,11318909,734609,0.93,0.97,False,290.0,True,True,4,1.0,237.0,4,179,335,4,100.0,0,0,0,1,0,0,0,1,1,0,0,0
2019,11318913,734609,0.93,0.97,False,290.0,True,True,4,1.0,226.0,4,179,288,1,100.0,0,0,0,1,0,0,0,1,1,0,0,0
2020,11318921,734609,0.93,0.97,False,290.0,True,True,2,1.0,245.0,4,179,297,2,100.0,0,0,0,1,0,0,0,1,1,0,0,0
2021,11318924,734609,0.93,0.97,False,290.0,True,True,4,1.0,301.0,4,179,205,2,100.0,0,0,0,1,0,0,0,1,1,0,0,0
2022,11318947,734609,0.93,0.97,False,290.0,True,True,2,1.0,302.0,4,179,267,3,100.0,0,0,0,1,0,0,0,1,1,0,0,0
2023,11318958,734609,0.93,0.97,False,290.0,True,True,2,1.0,272.0,4,179,278,14,99.0,0,0,0,1,0,0,0,1,1,0,0,0
2024,11318966,734609,0.93,0.97,False,290.0,True,True,4,1.0,339.0,4,179,278,2,100.0,0,0,0,1,0,0,0,1,1,0,0,0
2025,11318973,734609,0.93,0.97,False,290.0,True,True,4,1.0,226.0,4,179,151,1,100.0,0,0,0,1,0,0,0,1,1,0,0,0
2026,11318981,734609,0.93,0.97,False,290.0,True,True,2,1.0,245.0,4,179,204,3,93.0,0,0,0,1,0,0,0,1,1,0,0,0
2027,11318985,734609,0.93,0.97,False,290.0,True,True,2,1.0,339.0,4,179,245,1,80.0,0,0,0,1,0,0,0,1,1,0,0,0
2028,11318993,734609,0.93,0.97,False,290.0,True,True,2,1.0,323.0,4,179,202,3,93.0,0,0,0,1,0,0,0,1,1,0,0,0
2029,11318998,734609,0.93,0.97,False,290.0,True,True,2,1.0,334.0,4,179,200,4,100.0,0,0,0,1,0,0,0,1,1,0,0,0
2030,11319002,734609,0.93,0.97,False,290.0,True,True,2,1.0,216.0,4,179,317,12,97.0,0,0,0,1,0,0,0,1,1,0,0,0
2031,11319006,734609,0.93,0.97,False,290.0,True,True,2,1.0,308.0,4,179,179,2,90.0,0,0,0,1,0,0,0,1,1,0,0,0
2032,11319013,734609,0.93,0.97,False,290.0,True,True,4,1.0,197.0,4,179,276,1,100.0,0,0,0,1,0,0,0,1,1,0,0,0
2033,11319019,734609,0.93,0.97,False,290.0,True,True,4,1.0,272.0,4,179,2,4,100.0,0,0,0,1,0,0,0,1,1,0,0,0
2034,11319036,734609,0.93,0.97,False,290.0,True,True,4,1.0,245.0,4,179,292,2,80.0,0,0,0,1,0,0,0,1,1,0,0,0
2035,11319043,734609,0.93,0.97,False,290.0,True,True,4,1.0,216.0,4,179,307,1,80.0,0,0,0,1,0,0,0,1,1,0,0,0
2036,11319052,734609,0.93,0.97,False,290.0,True,True,2,1.0,234.0,4,179,233,2,90.0,0,0,0,1,0,0,0,1,1,0,0,0
2037,11327064,735938,1.0,0.92,True,2.0,True,True,3,1.0,175.0,3,1125,261,146,99.0,0,0,0,1,0,1,0,0,1,0,0,0
2038,11340541,736012,0.9,1.0,True,1.0,True,False,6,2.0,190.0,2,1125,338,133,95.0,0,0,0,1,0,1,0,0,1,0,0,0
2039,11341457,736011,0.98,1.0,True,5.0,True,True,6,2.0,228.0,4,365,305,140,98.0,0,0,0,1,0,0,0,1,1,0,0,0
